,IdAcidente,Datahora,Dia da Semana,Sentidos,Latitude GPS,Longitude GPS,Via Trânsito,Localizações,Freguesia,Pov. Proxima,Tipo Natureza,Natureza,Tipo de Traçado,Inclinação do Traçado,Berma do Traçado,Localização do Traçado,Estado Conservação,Características Tecnicas,Reg Circulação,Marca Via,Obstáculos,Sinais,Sinais Luminosos,Tipo Piso,Intersecção Vias,Factores Atmosféricos,Luminosidade,Cond Aderência,VM,FG,FL,Tipos Vias,Via,Num arruamento,Km,Nome arruamento,Localização 2,Ano,Mês,Dia,Hora,Periodo,Estação,Dia Util,Gravidade,Indicador de Gravidade,Veículos envolvidos,Passageiros envolvidos,Peões envolvidos,Inf/Ação: Abertura de porta,Inf/Ação: Desrespeito da sinalização semafórica,Inf/Ação: Desrespeito da sinalização vertical,Inf/Ação: Desrespeito das distâncias de segurança,Inf/Ação: Desrespeito das marcas rodoviárias,Inf/Ação: Encandeamento,Inf/Ação: Manobra irregular,Inf/Ação: Não sinalização da manobra,Inf/Ação: Obstáculo imprevisto na faixa de rodagem,Inf/Ação: Rebentamento de pneumático,Inf/Ação: Velocidade excessiva para as condições existentes,Automóvel ligeiro,Automóvel pesado,Motociclos/Ciclomotores,Outros Veículos,Velocípedes,Peões
470,20191665654,2019-03-01 09:00:00,Sexta-Feira,NÃO DEFINIDO,38.725038,-9.1521153,Central,Dentro das localidades,Santo António,,Colisão,Colisão com outras situações,Recta,Com inclinação,Berma pavimentada,Em plena via,Em bom estado,Estrada sem separador,Dois sentidos,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,17,,Rua Joaquim António de Aguiar,Sem GPS - estimado,2019,3,1,9,Manhã,Inverno,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
471,20191665699,2019-03-11 17:30:00,Segunda-Feira,NÃO DEFINIDO,38.7337994,-9.1456852,Direita,Dentro das localidades,Avenidas Novas,,Atropelamento,Atropelamento de peões,Curva,Em patamar,Berma pavimentada,Em plena via,Em bom estado,Estrada sem separador,Sentido único,Com marcas,Inexistentes,Cedência de passagem,A funcionar normalmente,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,32,,Praça Duque Saldanha,Sem GPS - estimado,2019,3,11,17,Tarde,Inverno,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
472,20191665732,2019-03-12 13:30:00,Terça-Feira,NÃO DEFINIDO,38.7286794999999,-9.14933959999999,Esquerda,Dentro das localidades,Avenidas Novas,,Atropelamento,Atropelamento de peões,Recta,Em patamar,Berma pavimentada,Em plena via,Em estado regular,Outra via,Sentido único,Com marcas,Inexistentes,NÃO DEFINIDO,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento com separador,Via Secundária,7,,Avenida António Augusto de Aguiar,Sem GPS - estimado,2019,3,12,13,Tarde,Inverno,1,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
473,20191665733,2019-03-11 08:50:00,Segunda-Feira,No sentido decrescente da quilometragem,,,Esquerda,Dentro das localidades,São Domingos de Benfica,Lisboa,Colisão,Colisão traseira com outro veículo em movimento,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Em estado regular,Outra via,Dois sentidos,Sem marcas rodoviárias ou pouco visíveis,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento com separador,2ª Circular,0,,Avenida Eusébio da Silva Ferreira,Sem GPS - não estimado,2019,3,11,8,Manhã,Inverno,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
474,20191665761,2019-03-09 04:00:00,Sábado,NÃO DEFINIDO,38.7310696999999,-9.1463403,Direita,Dentro das localidades,Avenidas Novas,Lisboa,Atropelamento,Atropelamento de peões,Recta,Com inclinação,Berma pavimentada,Em plena via,Em estado regular,Outra via,Dois sentidos,Com marcas,Inexistentes,NÃO DEFINIDO,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,"Noite, com iluminação",Seco e limpo,0,0,1,Arruamento com separador,Via Secundária,38,,Avenida Fontes Pereira de Melo,Sem GPS - estimado,2019,3,9,4,Madrugada,Inverno,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
475,20191665770,2019-03-07 17:20:00,Quinta-Feira,NÃO DEFINIDO,38.7020984999999,-9.1810039,Direita,Dentro das localidades,Alcântara,Lisboa,Atropelamento,Atropelamento de peões,Recta,Em patamar,Sem berma ou impraticável,Em plena via,Em estado regular,Estrada sem separador,Dois sentidos,Com marcas,Inexistentes,Passagem de peões,Inexistentes,Calçada,Fora da intersecção,Chuva,Em pleno dia,Molhado,0,0,1,Arruamento sem separador,Via Secundária,144,,Rua 1º de Maio,Sem GPS - estimado,2019,3,7,17,Tarde,Inverno,1,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
476,20191665863,2019-03-14 00:20:00,Quinta-Feira,No sentido crescente da quilometragem,,,Esquerda,Dentro das localidades,Lumiar,,Despiste,Despiste simples,Recta,Com inclinação,Berma pavimentada,Em plena via,Em bom estado,Outra via,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Em entroncamento,Bom tempo,"Noite, com iluminação",Seco e limpo,0,0,1,Arruamento com separador,Via Secundária,0,,Calçada Carriche,Sem GPS - não estimado,2019,3,14,0,Madrugada,Inverno,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
477,20191665894,2019-03-12 15:20:00,Terça-Feira,NÃO DEFINIDO,38.721832,-9.1818356,Direita,Dentro das localidades,Campolide,,Colisão,Colisão lateral com outro veículo em movimento,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Em bom estado,Estrada sem separador,Dois sentidos,Com marcas,Inexistentes,Cedência de passagem,Inexistentes,Betão de cimento,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,2,Arruamento sem separador,Via Secundária,1,,Estrada Pimenteira,Sem GPS - estimado,2019,3,12,15,Tarde,Inverno,1,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
478,20191665926,2019-03-12 07:45:00,Terça-Feira,No sentido crescente da quilometragem,,,Direita,Fora das localidades,São Domingos de Benfica,Lisboa,Colisão,Colisão choque em cadeia,Recta,Em patamar,Berma pavimentada,Em plena via,Em estado regular,Outra via,Sentido único,Com marcas,Inexistentes,NÃO DEFINIDO,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Aurora ou crepúsculo,Seco e limpo,0,0,1,IP - Itinerário Principal,IP7,,6.8,,Sem GPS - não estimado,2019,3,12,7,Manhã,Inverno,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
479,20191665935,2019-03-12 10:40:00,Terça-Feira,NÃO DEFINIDO,38.758137,-9.159552,Direita,Dentro das localidades,Alvalade,,Despiste,Despiste sem dispositivo de retenção,Recta,Em patamar,Berma pavimentada,Em plena via,Em estado regular,Outra via,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento com separador,2ª Circular,0,,Avenida General Norton de Matos,Localização GPS,2019,3,12,10,Manhã,Inverno,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
480,20191665952,2019-03-09 20:30:00,Sábado,No sentido decrescente da quilometragem,38.762297,-9.098193,Direita,Dentro das localidades,Parque das Nações,,Despiste,Despiste sem dispositivo de retenção,Recta,Em patamar,Berma pavimentada,Em plena via,Em estado regular,Outra via,Sentido único,Com marcas,Inexistentes,Passagem de peões,A funcionar normalmente,Betuminoso,Fora da intersecção,Bom tempo,"Noite, com iluminação",Seco e limpo,0,0,1,Arruamento com separador,Via Secundária,98,,Avenida Dom João II,Localização GPS,2019,3,9,20,Noite,Inverno,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
481,20191665978,2019-03-09 00:10:00,Sábado,NÃO DEFINIDO,38.7667941,-9.1581402,Esquerda,Dentro das localidades,Lumiar,Lisboa,Colisão,Colisão com outras situações,Recta,Em patamar,Sem berma ou impraticável,Em plena via,Em bom estado,Estrada sem separador,Dois sentidos,Com marcas,Inexistentes,Outros,A funcionar normalmente,Betuminoso,Em cruzamento,Bom tempo,"Noite, com iluminação",Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,143,,Alameda Linhas de Torres,Sem GPS - estimado,2019,3,9,0,Madrugada,Inverno,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
482,20191665982,2019-03-08 19:20:00,Sexta-Feira,NÃO DEFINIDO,38.7642280999999,-9.0955914,Direita,Dentro das localidades,Parque das Nações,Lisboa,Atropelamento,Atropelamento de peões,Recta,Em patamar,Sem berma ou impraticável,Em plena via,Em bom estado,Estrada sem separador,Sentido único,Sem marcas rodoviárias ou pouco visíveis,Inexistentes,Outros,A funcionar normalmente,Betuminoso,Fora da intersecção,Bom tempo,"Noite, com iluminação",Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,0,,Alameda Oceanos,Sem GPS - estimado,2019,3,8,19,Noite,Inverno,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
483,20191665985,2019-03-08 20:30:00,Sexta-Feira,NÃO DEFINIDO,38.7145798,-9.1523064,Direita,Dentro das localidades,Misericórdia,,Colisão,Colisão com fuga,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Em bom estado,Estrada sem separador,Dois sentidos,Sem marcas rodoviárias ou pouco visíveis,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,"Noite, com iluminação",Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,30,,Rua Nova da Piedade,Sem GPS - estimado,2019,3,8,20,Noite,Inverno,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
484,20191666013,2019-03-06 15:35:00,Quarta-Feira,No sentido decrescente da quilometragem,,,Central,Fora das localidades,Alcântara,,Colisão,Colisão traseira com outro veículo em movimento,Recta,Em patamar,Sem berma ou impraticável,Em plena via,Em bom estado,Auto-estrada,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Chuva,Em pleno dia,Molhado,0,0,1,A  - Auto-Estrada,A2-PNT25ABRIL,,3.5,,Sem GPS - não estimado,2019,3,6,15,Tarde,Inverno,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
485,20191666014,2019-03-06 23:00:00,Quarta-Feira,No sentido decrescente da quilometragem,,,Direita,Fora das localidades,Campolide,,Despiste,Despiste com dispositivo de retenção,Curva,Com inclinação,Berma pavimentada,Na berma,Em estado regular,Outra via,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Chuva,"Noite, com iluminação",Molhado,0,0,1,IP - Itinerário Principal,IP7,,9.8,,Sem GPS - não estimado,2019,3,6,23,Noite,Inverno,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
486,20191666017,2019-03-06 06:40:00,Quarta-Feira,No sentido decrescente da quilometragem,,,Direita,Fora das localidades,Alcântara,Lisboa,Despiste,Despiste sem dispositivo de retenção,Recta,Em patamar,Berma pavimentada,Em plena via,Em bom estado,Auto-estrada,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Em via de desaceleração,Chuva,Aurora ou crepúsculo,Molhado,0,0,1,A  - Auto-Estrada,A2-PNT25ABRIL,,1.4,,Sem GPS - não estimado,2019,3,6,6,Manhã,Inverno,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
487,20191666067,2019-03-14 20:15:00,Quinta-Feira,NÃO DEFINIDO,38.706054,-9.21119509999999,Direita,Dentro das localidades,Belém,Lisboa,Atropelamento,Atropelamento de peões,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Em estado regular,Estrada sem separador,Dois sentidos,Sem marcas rodoviárias ou pouco visíveis,Inexistentes,Passagem de peões,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,"Noite, com iluminação",Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,24,,Rua Gonçalo Velho Cabral,Sem GPS - estimado,2019,3,14,20,Noite,Inverno,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
488,20191666077,2019-03-13 14:20:00,Quarta-Feira,No sentido crescente da quilometragem,,,Esquerda,Dentro das localidades,Alvalade,Lisboa,Colisão,Colisão traseira com outro veículo em movimento,Recta,NÃO DEFINIDO,Berma pavimentada,Em plena via,Em estado regular,Outra via,Sentido único,Com marcas,Inexistentes,NÃO DEFINIDO,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento com separador,2ª Circular,0,,Avenida General Norton de Matos,Sem GPS - não estimado,2019,3,13,14,Tarde,Inverno,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
489,20191666169,2019-03-13 12:55:00,Quarta-Feira,NÃO DEFINIDO,38.7076747999999,-9.1442368,Direita,Dentro das localidades,Misericórdia,Lisboa,Atropelamento,Atropelamento de peões,Recta,Em patamar,Sem berma ou impraticável,Em plena via,Em estado regular,Estrada sem separador,Dois sentidos,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,61,,Rua São Paulo,Sem GPS - estimado,2019,3,13,12,Tarde,Inverno,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
490,20191666196,2019-03-09 09:30:00,Sábado,No sentido decrescente da quilometragem,,,Central,Dentro das localidades,São Domingos de Benfica,Lisboa,Colisão,Colisão lateral com outro veículo em movimento,Recta,Em patamar,Berma pavimentada,Em plena via,Em estado regular,Outra via,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento com separador,2ª Circular,0,,Avenida Eusébio da Silva Ferreira,Sem GPS - não estimado,2019,3,9,9,Manhã,Inverno,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
491,20191666199,2019-03-09 09:30:00,Sábado,No sentido crescente da quilometragem,38.7529749,-9.1028192,Direita,Dentro das localidades,Marvila,,Colisão,Colisão traseira com outro veículo em movimento,Recta,Em patamar,Berma pavimentada,Em plena via,Em bom estado,Outra via,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,2,Arruamento com separador,Via Secundária,312,,Avenida Infante Dom Henrique,Sem GPS - estimado,2019,3,9,9,Manhã,Inverno,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
492,20191666245,2019-03-14 10:40:00,Quinta-Feira,NÃO DEFINIDO,38.738786,-9.1355093,Direita,Dentro das localidades,Areeiro,,Despiste,Despiste sem dispositivo de retenção,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Em bom estado,Estrada sem separador,Sentido único,Sem marcas rodoviárias ou pouco visíveis,Inexistentes,NÃO DEFINIDO,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,14,,Avenida Guerra Junqueiro,Sem GPS - estimado,2019,3,14,10,Manhã,Inverno,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
493,20191666256,2019-03-09 11:50:00,Sábado,No sentido decrescente da quilometragem,,,Esquerda,Dentro das localidades,Parque das Nações,,Colisão,Colisão traseira com outro veículo em movimento,Recta,Com inclinação,Berma pavimentada,Em plena via,Em bom estado,Outra via,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,2,Arruamento com separador,Via Secundária,0,,Avenida Aquilino Ribeiro Machado,Sem GPS - não estimado,2019,3,9,11,Manhã,Inverno,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
494,20191666260,2019-03-14 08:10:00,Quinta-Feira,NÃO DEFINIDO,,,Direita,Dentro das localidades,Lumiar,Lisboa,Colisão,Colisão traseira com outro veículo em movimento,Recta,Em patamar,Berma pavimentada,Em plena via,Em estado regular,Estrada sem separador,Dois sentidos,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,3,Arruamento sem separador,Via Secundária,75F,,Estrada Torre,Sem GPS - não estimado,2019,3,14,8,Manhã,Inverno,1,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
495,20191666271,2019-03-05 07:25:00,Terça-Feira,NÃO DEFINIDO,38.710253,-9.1532042,Direita,Dentro das localidades,Estrela,,Colisão,Colisão lateral com outro veículo em movimento,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Em estado regular,Estrada sem separador,Dois sentidos,Sem marcas rodoviárias ou pouco visíveis,Inexistentes,Outros,A funcionar normalmente,Calçada,Fora da intersecção,Chuva,Aurora ou crepúsculo,Molhado,0,0,1,Arruamento sem separador,Via Secundária,126,,Avenida Dom Carlos I,Sem GPS - estimado,2019,3,5,7,Manhã,Inverno,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
496,20191666320,2019-03-13 10:00:00,Quarta-Feira,NÃO DEFINIDO,,,Esquerda,Dentro das localidades,Alvalade,,Colisão,Colisão traseira com outro veículo em movimento,Recta,Em patamar,Berma pavimentada,Em plena via,Em estado regular,Outra via,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento com separador,2ª Circular,0,,Avenida General Norton de Matos,Sem GPS - não estimado,2019,3,13,10,Manhã,Inverno,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
497,20191666323,2019-03-09 17:00:00,Sábado,No sentido decrescente da quilometragem,,,Direita,Dentro das localidades,Lumiar,Lisboa,Colisão,Colisão lateral com outro veículo em movimento,Recta,Em patamar,Berma pavimentada,Em plena via,Em estado regular,Outra via,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Em entroncamento,Bom tempo,Em pleno dia,Seco e limpo,0,0,3,Arruamento com separador,Via Secundária,0,,Avenida Padre Cruz,Sem GPS - não estimado,2019,3,9,17,Tarde,Inverno,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
498,20191666325,2019-03-09 14:30:00,Sábado,No sentido decrescente da quilometragem,38.7793772,-9.1641085,Direita,Dentro das localidades,Lumiar,Lisboa,Colisão,Colisão com outras situações,Recta,Com inclinação,Berma pavimentada,Em plena via,Em estado regular,Outra via,Sentido único,Com marcas,Inexistentes,Outros,A funcionar normalmente,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,2,Arruamento com separador,Via Secundária,38,,Calçada Carriche,Sem GPS - estimado,2019,3,9,14,Tarde,Inverno,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
499,20191666369,2019-03-15 14:20:00,Sexta-Feira,NÃO DEFINIDO,38.7060789,-9.2045946,Direita,Dentro das localidades,Belém,,Atropelamento,Atropelamento de peões,Recta,Em patamar,Berma pavimentada,No passeio,Em bom estado,Estrada sem separador,Dois sentidos,Sem marcas rodoviárias ou pouco visíveis,Inexistentes,NÃO DEFINIDO,Inexistentes,Calçada,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,23,,Rua Conselheiro Martins de Carvalho,Sem GPS - estimado,2019,3,15,14,Tarde,Inverno,1,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
500,20191666402,2019-03-15 18:00:00,Sexta-Feira,NÃO DEFINIDO,38.7020984999999,-9.1810039,Direita,Dentro das localidades,Alcântara,Lisboa,Atropelamento,Atropelamento de peões,NÃO DEFINIDO,NÃO DEFINIDO,NÃO DEFINIDO,NÃO DEFINIDO,NÃO DEFINIDO,Estrada sem separador,Dois sentidos,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Inexistentes,NÃO DEFINIDO,Fora da intersecção,NÃO DEFINIDO,Em pleno dia,NÃO DEFINIDO,0,0,2,Arruamento sem separador,Via Secundária,144,,Rua 1º de Maio,Sem GPS - estimado,2019,3,15,18,Noite,Inverno,1,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
501,20191666404,2019-03-11 12:35:00,Segunda-Feira,NÃO DEFINIDO,,,Esquerda,Dentro das localidades,Arroios,,Colisão,Colisão lateral com outro veículo em movimento,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Em estado regular,Estrada sem separador,Dois sentidos,Com marcas,Inexistentes,NÃO DEFINIDO,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,0,,Rua Jacinta Marto,Sem GPS - não estimado,2019,3,11,12,Tarde,Inverno,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
502,20191666415,2019-03-13 01:50:00,Quarta-Feira,NÃO DEFINIDO,,,Direita,Dentro das localidades,Penha de França,,Despiste,Despiste sem dispositivo de retenção,Curva,Com inclinação,Berma pavimentada,Em plena via,Em estado regular,Estrada sem separador,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Em rotunda,Bom tempo,"Noite, com iluminação",Húmido,0,0,1,Arruamento sem separador,Via Secundária,0,,Rua António Gonçalves,Sem GPS - não estimado,2019,3,13,1,Madrugada,Inverno,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
503,20191666420,2019-03-07 21:30:00,Quinta-Feira,NÃO DEFINIDO,38.7400045,-9.111126,Direita,Dentro das localidades,Marvila,,Colisão,Colisão frontal,Recta,Com inclinação,Sem berma ou impraticável,Em plena via,Em estado regular,Estrada sem separador,Dois sentidos,Com marcas,Inexistentes,NÃO DEFINIDO,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,"Noite, com iluminação",Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,4,,Rua António Gedeão,Sem GPS - estimado,2019,3,7,21,Noite,Inverno,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
504,20191666428,2019-03-07 18:30:00,Quinta-Feira,NÃO DEFINIDO,,,Direita,Dentro das localidades,Alvalade,,Colisão,Colisão com outras situações,Curva,Com inclinação,Sem berma ou impraticável,Em plena via,Em estado regular,Estrada sem separador,Dois sentidos,Com marcas,Inexistentes,NÃO DEFINIDO,Inexistentes,Betuminoso,Em entroncamento,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,0,,Avenida Brasil,Sem GPS - não estimado,2019,3,7,18,Noite,Inverno,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
505,20191666486,2019-03-11 10:45:00,Segunda-Feira,NÃO DEFINIDO,38.7648315,-9.1573755,Direita,Dentro das localidades,Lumiar,,Colisão,Colisão lateral com outro veículo em movimento,Recta,Em patamar,Berma pavimentada,Em plena via,Em estado regular,Estrada sem separador,Dois sentidos,Com marcas,Inexistentes,Outros,A funcionar normalmente,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,115,,Alameda Linhas de Torres,Sem GPS - estimado,2019,3,11,10,Manhã,Inverno,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
506,20191666487,2019-03-11 12:00:00,Segunda-Feira,NÃO DEFINIDO,,,Esquerda,Dentro das localidades,Santo António,,Colisão,Colisão traseira com outro veículo em movimento,Recta,Com inclinação,Berma pavimentada,Em plena via,Em estado regular,Estrada sem separador,Dois sentidos,Com marcas,Inexistentes,Outros,A funcionar normalmente,Betuminoso,Em entroncamento,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento sem separador,Via Secundária,0,,Avenida Liberdade,Sem GPS - não estimado,2019,3,11,12,Tarde,Inverno,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
507,20191666496,2019-03-07 20:00:00,Quinta-Feira,NÃO DEFINIDO,,,Direita,Dentro das localidades,Marvila,,Despiste,Despiste com dispositivo de retenção,Curva,Com inclinação,Berma pavimentada,Em plena via,Em estado regular,Estrada sem separador,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,"Noite, com iluminação",Húmido,0,0,1,Arruamento sem separador,Via Secundária,0,,Avenida Cidade de Bratislava,Sem GPS - não estimado,2019,3,7,20,Noite,Inverno,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
508,20191666501,2019-03-06 10:00:00,Quarta-Feira,NÃO DEFINIDO,,,Direita,Dentro das localidades,Alvalade,,Despiste,Despiste com dispositivo de retenção,Curva,Com inclinação,Berma pavimentada,Em plena via,Em estado regular,Outra via,Sentido único,Com marcas,Inexistentes,NÃO DEFINIDO,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Molhado,0,0,3,Arruamento com separador,Via Secundária,0,,Acesso da Av.ª Marechal Gomes da Costa à 2.ª Circular,Sem GPS - não estimado,2019,3,6,10,Manhã,Inverno,1,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
509,20191666535,2019-03-16 16:30:00,Sábado,No sentido crescente da quilometragem,,,Direita,Fora das localidades,Benfica,,Colisão,Colisão traseira com outro veículo em movimento,Recta,Em patamar,Berma pavimentada,Em plena via,Em bom estado,Outra via,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Fora da intersecção,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,IC - Itinerário Complementar,IC19,,0.5,,Sem GPS - não estimado,2019,3,16,16,Tarde,Inverno,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
510,20191666546,2019-03-15 17:30:00,Sexta-Feira,NÃO DEFINIDO,,,Direita,Dentro das localidades,Lumiar,,Colisão,Colisão traseira com outro veículo em movimento,Recta,Em patamar,Sem berma ou impraticável,Em plena via,Em bom estado,Outra via,Sentido único,Com marcas,Inexistentes,Outros,Inexistentes,Betuminoso,Em via de aceleração,Bom tempo,Em pleno dia,Seco e limpo,0,0,1,Arruamento com separador,2ª Circular,0,,Avenida Marechal Craveiro Lopes,Sem GPS - não estimado,2019,3,15,17,Tarde,Inverno,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
